customer_id,customer_name,account_number,industry,customer_tier,billing_location_id,contact_email,credit_limit_aud,payment_terms_days,onboarded_date,account_manager_staff_id,is_active
238,Mallee Enterprises,MFG000238,Construction,Gold,29,accounts@mallee74.com.au,250000,30,2021-04-27,154,1
239,Harbour Foods,MFG000239,Agriculture,Silver,27,accounts@harbour63.com.au,100000,30,2024-03-26,104,1
240,Murray Exports,MFG000240,Mining Services,Silver,44,accounts@murray34.com.au,100000,45,2019-05-17,241,1
241,Blackwood Commodities,MFG000241,Agriculture,Bronze,7,accounts@blackwood45.com.au,25000,30,2021-08-09,29,1
242,Coolabah Merchants,MFG000242,Automotive,Bronze,8,accounts@coolabah68.com.au,250000,45,2020-06-30,154,1
243,Arnhem Supply Co,MFG000243,Healthcare,Bronze,5,accounts@arnhem26.com.au,100000,14,2019-03-25,64,1
244,Nullarbor Merchants,MFG000244,Automotive,Silver,46,accounts@nullarbor32.com.au,50000,60,2019-02-23,177,1
245,Riverina Distribution,MFG000245,FMCG,Bronze,50,accounts@riverina19.com.au,100000,45,2022-10-21,123,1
246,Bellarine Freight Services,MFG000246,Retail,Bronze,32,accounts@bellarine75.com.au,50000,14,2020-12-07,64,1
247,Blackwood Supply Co,MFG000247,Healthcare,Bronze,30,accounts@blackwood80.com.au,50000,30,2023-12-15,15,1
248,Mornington Exports,MFG000248,Apparel,Bronze,26,accounts@mornington14.com.au,1000000,14,2020-08-23,132,1
249,Gippsland Agencies,MFG000249,FMCG,Silver,14,accounts@gippsland62.com.au,50000,60,2023-08-18,86,1
250,Hunter Partners,MFG000250,Hospitality,Bronze,13,accounts@hunter20.com.au,100000,30,2019-06-10,234,1
251,Daintree Retail Group,MFG000251,Agriculture,Bronze,21,accounts@daintree97.com.au,100000,14,2020-02-12,97,1
252,Brisbane River Manufacturing,MFG000252,Automotive,Bronze,19,accounts@brisbane35.com.au,25000,60,2022-04-15,68,1
253,Banksia Foods,MFG000253,Healthcare,Gold,28,accounts@banksia99.com.au,100000,60,2018-04-19,15,1
254,Wattle Provisions,MFG000254,Hospitality,Gold,17,accounts@wattle72.com.au,250000,60,2023-09-28,84,1
255,Yarra Commodities,MFG000255,Retail,Bronze,37,accounts@yarra3.com.au,100000,45,2022-05-16,154,1
256,Kingsford Imports,MFG000256,Mining Services,Platinum,21,accounts@kingsford26.com.au,50000,30,2020-06-14,238,1
257,Flinders Freight Services,MFG000257,Hospitality,Bronze,8,accounts@flinders2.com.au,250000,30,2022-07-19,223,1
258,Riverina Foods,MFG000258,Mining Services,Platinum,1,accounts@riverina58.com.au,50000,30,2019-09-01,12,1
259,Pilbara Industries,MFG000259,FMCG,Bronze,42,accounts@pilbara5.com.au,100000,30,2022-02-10,238,1
260,Grampians Solutions,MFG000260,Healthcare,Bronze,25,accounts@grampians26.com.au,50000,30,2022-08-09,206,1
261,Brisbane River Wholesale,MFG000261,Mining Services,Bronze,10,accounts@brisbane29.com.au,50000,30,2020-05-01,132,1
262,Sunraysia Exports,MFG000262,Healthcare,Gold,24,accounts@sunraysia43.com.au,50000,45,2018-11-13,14,1
263,Gippsland Manufacturing,MFG000263,FMCG,Silver,50,accounts@gippsland12.com.au,25000,14,2018-08-07,5,1
264,Harbour Distribution,MFG000264,Mining Services,Bronze,5,accounts@harbour76.com.au,500000,30,2023-04-04,178,1
265,Wattle Imports,MFG000265,FMCG,Bronze,23,accounts@wattle96.com.au,25000,45,2018-08-24,108,1
266,Derwent Solutions,MFG000266,Apparel,Gold,43,accounts@derwent43.com.au,250000,30,2020-02-17,30,1
267,Redgum Enterprises,MFG000267,Mining Services,Silver,22,accounts@redgum95.com.au,50000,45,2023-02-22,137,1
268,Bellarine Industries,MFG000268,Apparel,Gold,22,accounts@bellarine73.com.au,25000,14,2020-01-17,35,1
269,Banksia Distribution,MFG000269,Agriculture,Silver,44,accounts@banksia42.com.au,100000,30,2021-08-20,108,1
270,Mallee Traders,MFG000270,Construction,Bronze,20,accounts@mallee44.com.au,25000,30,2023-05-26,12,1
271,Coolabah Components,MFG000271,Agriculture,Silver,30,accounts@coolabah58.com.au,50000,30,2022-04-05,207,1
272,Blackwood Wholesale,MFG000272,Electronics,Platinum,22,accounts@blackwood32.com.au,100000,14,2020-08-26,167,1
273,Swan Components,MFG000273,Mining Services,Bronze,44,accounts@swan15.com.au,50000,45,2021-02-16,123,1
274,Nullarbor Enterprises,MFG000274,Automotive,Silver,30,accounts@nullarbor57.com.au,100000,30,2021-05-28,68,1
275,Derwent Exports,MFG000275,Healthcare,Bronze,32,accounts@derwent78.com.au,25000,14,2023-06-10,35,1
276,Daintree Enterprises,MFG000276,Retail,Silver,50,accounts@daintree25.com.au,50000,45,2018-06-15,35,1
277,Banksia Supply Co,MFG000277,Automotive,Gold,24,accounts@banksia71.com.au,50000,30,2021-08-03,171,1
278,Wattle Merchants,MFG000278,Construction,Bronze,42,accounts@wattle9.com.au,1000000,60,2020-12-11,154,1
279,Hunter Foods,MFG000279,Apparel,Gold,21,accounts@hunter55.com.au,50000,60,2019-04-12,223,1
280,Pilbara Agencies,MFG000280,Apparel,Silver,16,accounts@pilbara35.com.au,250000,14,2022-03-16,123,1
281,Banksia Exports,MFG000281,Hospitality,Bronze,22,accounts@banksia61.com.au,25000,60,2023-08-23,256,1
282,Brisbane River Imports,MFG000282,Electronics,Silver,48,accounts@brisbane75.com.au,25000,30,2021-03-01,108,1
283,Barossa Components,MFG000283,Apparel,Silver,25,accounts@barossa62.com.au,100000,60,2021-02-19,132,1
284,Gippsland Solutions,MFG000284,Retail,Gold,24,accounts@gippsland97.com.au,1000000,30,2021-09-11,227,1
285,Murray Manufacturing,MFG000285,Grocery,Bronze,48,accounts@murray47.com.au,25000,30,2018-02-20,90,1
286,Mallee Provisions,MFG000286,Industrial,Silver,4,accounts@mallee63.com.au,500000,45,2020-10-07,177,1
287,Pilbara Wholesale,MFG000287,FMCG,Bronze,47,accounts@pilbara97.com.au,50000,30,2019-11-12,123,1
288,Sunraysia Traders,MFG000288,Grocery,Bronze,29,accounts@sunraysia24.com.au,250000,30,2018-12-16,35,1
289,Sunraysia Trading,MFG000289,Healthcare,Silver,46,accounts@sunraysia67.com.au,100000,30,2022-07-26,241,1
290,Riverina Group,MFG000290,Automotive,Silver,40,accounts@riverina76.com.au,50000,14,2023-08-03,177,1
291,Wattle Freight Services,MFG000291,Agriculture,Silver,20,accounts@wattle52.com.au,100000,30,2024-01-21,104,1
292,Blackwood Agencies,MFG000292,Agriculture,Bronze,3,accounts@blackwood32.com.au,500000,30,2018-10-24,238,1
293,Kakadu Manufacturing,MFG000293,FMCG,Silver,11,accounts@kakadu59.com.au,250000,60,2019-04-09,29,1
294,Mallee Agencies,MFG000294,Grocery,Platinum,27,accounts@mallee34.com.au,100000,14,2022-09-09,90,1
295,Pilbara Warehousing,MFG000295,Construction,Gold,12,accounts@pilbara26.com.au,1000000,45,2022-03-03,84,1
296,Pilbara Foods,MFG000296,Automotive,Bronze,3,accounts@pilbara31.com.au,100000,30,2022-06-02,238,1
297,Pilbara Exports,MFG000297,Electronics,Bronze,44,accounts@pilbara83.com.au,50000,45,2019-11-15,86,1
298,Blackwood Trading,MFG000298,Grocery,Gold,34,accounts@blackwood51.com.au,250000,30,2020-06-24,178,1
299,Arnhem Freight Services,MFG000299,Automotive,Bronze,49,accounts@arnhem97.com.au,25000,30,2022-06-13,206,1
300,Yarra Imports,MFG000300,Mining Services,Bronze,15,accounts@yarra33.com.au,250000,60,2023-11-14,137,1
301,Torrens Traders,MFG000301,Electronics,Bronze,20,accounts@torrens84.com.au,1000000,60,2018-03-05,206,1
302,Hunter Solutions,MFG000302,FMCG,Silver,2,accounts@hunter67.com.au,50000,45,2019-03-23,15,1
303,Arnhem Industries,MFG000303,Automotive,Gold,31,accounts@arnhem3.com.au,100000,45,2023-10-30,208,1
304,Nullarbor Wholesale,MFG000304,Healthcare,Bronze,5,accounts@nullarbor72.com.au,250000,30,2023-10-28,206,1
305,Coolabah Distribution,MFG000305,FMCG,Bronze,27,accounts@coolabah86.com.au,250000,30,2019-06-02,5,1
306,Hunter Distribution,MFG000306,Electronics,Silver,42,accounts@hunter47.com.au,25000,30,2018-02-05,227,1
307,Yarra Trading,MFG000307,FMCG,Silver,4,accounts@yarra46.com.au,1000000,60,2023-03-16,206,1
308,Kimberley Traders,MFG000308,Mining Services,Silver,9,accounts@kimberley21.com.au,25000,14,2021-07-20,86,1
309,Blackwood Retail Group,MFG000309,Agriculture,Silver,32,accounts@blackwood39.com.au,25000,30,2018-09-11,12,1
310,Daintree Wholesale,MFG000310,Grocery,Bronze,8,accounts@daintree69.com.au,25000,30,2019-03-02,90,1
311,Barossa Exports,MFG000311,Healthcare,Silver,27,accounts@barossa35.com.au,25000,45,2019-11-12,136,1
312,Bellarine Commodities,MFG000312,Industrial,Silver,47,accounts@bellarine47.com.au,25000,60,2023-10-10,177,1
313,Hunter Exports,MFG000313,Retail,Silver,36,accounts@hunter57.com.au,100000,30,2020-05-16,208,1
314,Arnhem Enterprises,MFG000314,,Gold,10,accounts@arnhem24.com.au,1000000,30,2022-11-21,256,1
315,Mornington Wholesale,MFG000315,Agriculture,Gold,10,accounts@mornington60.com.au,100000,14,2020-01-06,30,1
316,Harbour Components,MFG000316,Hospitality,Bronze,32,accounts@harbour24.com.au,50000,45,2020-12-25,137,1
317,Grampians Logistics Partners,MFG000317,,Bronze,40,accounts@grampians89.com.au,50000,60,2021-10-20,15,1
318,Gippsland Supply Co,MFG000318,Industrial,Gold,41,accounts@gippsland87.com.au,100000,14,2021-12-10,64,1
319,Arnhem Manufacturing,MFG000319,Construction,Bronze,44,accounts@arnhem50.com.au,250000,30,2018-08-05,213,1
320,Blackwood Solutions,MFG000320,Healthcare,Bronze,46,accounts@blackwood92.com.au,100000,45,2023-06-09,234,1
321,Barossa Agencies,MFG000321,Automotive,Silver,36,accounts@barossa13.com.au,100000,30,2020-01-26,244,1
322,Mornington Commodities,MFG000322,Apparel,Silver,32,accounts@mornington55.com.au,50000,30,2023-02-08,123,1
323,Swan Supply Co,MFG000323,FMCG,Bronze,34,accounts@swan13.com.au,50000,30,2018-03-27,29,1
324,Daintree Logistics Partners,MFG000324,Agriculture,Bronze,21,accounts@daintree68.com.au,250000,30,2021-04-21,241,1
325,Tanami Enterprises,MFG000325,Industrial,Silver,21,accounts@tanami58.com.au,100000,60,2018-04-19,207,1
326,Gippsland Holdings,MFG000326,Construction,Bronze,28,accounts@gippsland26.com.au,500000,30,2021-05-09,15,1
327,Kingsford Components,MFG000327,Automotive,Bronze,48,accounts@kingsford11.com.au,500000,45,2023-03-03,206,1
328,Sunraysia Warehousing,MFG000328,Agriculture,Bronze,22,accounts@sunraysia52.com.au,25000,30,2019-08-03,30,1
329,Wattle Industries,MFG000329,FMCG,Gold,49,accounts@wattle60.com.au,50000,14,2024-06-18,5,1
330,Mornington Enterprises,MFG000330,FMCG,Silver,29,accounts@mornington26.com.au,250000,30,2019-07-27,5,1
331,Flinders Solutions,MFG000331,Hospitality,Gold,45,accounts@flinders45.com.au,250000,30,2022-11-07,171,1
332,Wattle Commodities,MFG000332,Agriculture,Platinum,11,accounts@wattle76.com.au,25000,45,2019-05-15,206,1
333,Hunter Enterprises,MFG000333,FMCG,Gold,9,accounts@hunter68.com.au,250000,60,2022-06-30,146,1
334,Coolabah Provisions,MFG000334,Construction,Bronze,17,accounts@coolabah87.com.au,100000,30,2020-09-13,177,1
335,Bellarine Solutions,MFG000335,Agriculture,Bronze,37,accounts@bellarine53.com.au,250000,60,2023-12-16,227,1
336,Daintree Imports,MFG000336,Grocery,Silver,47,accounts@daintree27.com.au,1000000,60,2021-05-27,137,1
337,Kakadu Supply Co,MFG000337,Electronics,Gold,15,accounts@kakadu12.com.au,50000,30,2022-01-30,5,1
338,Yarra Manufacturing,MFG000338,Electronics,Gold,8,accounts@yarra97.com.au,50000,30,2020-10-22,64,1
339,Pilbara Distribution,MFG000339,FMCG,Bronze,1,accounts@pilbara26.com.au,25000,45,2019-09-14,213,1
340,Mornington Distribution,MFG000340,Retail,Gold,12,accounts@mornington44.com.au,25000,14,2019-05-01,90,1
341,Tanami Manufacturing,MFG000341,Grocery,Bronze,4,accounts@tanami31.com.au,250000,30,2018-04-11,234,1
342,Pilbara Logistics Partners,MFG000342,Agriculture,Silver,34,accounts@pilbara63.com.au,25000,30,2022-10-04,244,1
343,Swan Partners,MFG000343,Industrial,Gold,35,accounts@swan38.com.au,50000,30,2018-01-25,136,1
344,Arnhem Group,MFG000344,Healthcare,Silver,33,accounts@arnhem32.com.au,50000,60,2024-04-16,86,1
345,Barossa Partners,MFG000345,Agriculture,Bronze,1,accounts@barossa49.com.au,250000,60,2018-10-08,64,1
346,Derwent Warehousing,MFG000346,Healthcare,Bronze,7,accounts@derwent82.com.au,25000,30,2023-08-12,146,1
347,Torrens Trading,MFG000347,Construction,Silver,4,accounts@torrens71.com.au,50000,30,2018-12-31,256,1
348,Murray Group,MFG000348,Construction,Bronze,33,accounts@murray53.com.au,100000,30,2024-04-18,97,1
349,Kimberley Distribution,MFG000349,Industrial,Silver,38,accounts@kimberley74.com.au,50000,30,2018-07-19,136,1
350,Nullarbor Supply Co,MFG000350,Industrial,Silver,15,accounts@nullarbor57.com.au,50000,30,2021-10-28,234,1
351,Kingsford Group,MFG000351,Apparel,Silver,16,accounts@kingsford86.com.au,100000,30,2020-12-06,90,1
352,Mornington Partners,MFG000352,Agriculture,Gold,26,accounts@mornington80.com.au,250000,30,2021-11-08,84,1
353,Harbour Commodities,MFG000353,Apparel,Platinum,14,accounts@harbour86.com.au,100000,14,2021-01-27,15,1
354,Nullarbor Traders,MFG000354,Electronics,Gold,18,accounts@nullarbor82.com.au,100000,30,2018-01-13,90,1
355,Torrens Imports,MFG000355,Mining Services,Bronze,2,accounts@torrens30.com.au,25000,45,2019-07-30,213,1
356,Torrens Holdings,MFG000356,FMCG,Platinum,46,accounts@torrens95.com.au,250000,30,2018-05-22,12,1
357,Swan Holdings,MFG000357,Construction,Silver,8,accounts@swan24.com.au,100000,30,2022-07-28,14,1
358,Brisbane River Trading,MFG000358,FMCG,Silver,7,accounts@brisbane6.com.au,100000,14,2021-02-06,178,1
359,Murray Supply Co,MFG000359,,Bronze,29,accounts@murray77.com.au,1000000,30,2024-06-27,137,1
360,Coolabah Logistics Partners,MFG000360,Industrial,Silver,33,accounts@coolabah22.com.au,50000,60,2021-11-08,256,1
361,Nullarbor Retail Group,MFG000361,Electronics,Bronze,3,accounts@nullarbor24.com.au,500000,30,2023-07-09,207,1
362,Kimberley Foods,MFG000362,Agriculture,Silver,8,accounts@kimberley40.com.au,250000,60,2021-07-20,5,1
363,Derwent Wholesale,MFG000363,Hospitality,Silver,4,accounts@derwent2.com.au,25000,30,2023-12-08,136,1
364,Arnhem Solutions,MFG000364,Healthcare,Gold,25,accounts@arnhem8.com.au,50000,30,2019-11-03,167,1
365,Hunter Industries,MFG000365,Hospitality,Gold,33,accounts@hunter1.com.au,250000,30,2018-07-15,136,1
366,Sunraysia Distribution,MFG000366,Hospitality,Bronze,13,accounts@sunraysia80.com.au,100000,60,2021-01-24,29,1
367,Derwent Provisions,MFG000367,Healthcare,Bronze,50,accounts@derwent24.com.au,100000,30,2023-12-23,64,1
368,Yarra Distribution,MFG000368,Electronics,Gold,21,accounts@yarra89.com.au,250000,14,2020-11-26,68,1
369,Kakadu Merchants,MFG000369,Automotive,Bronze,48,accounts@kakadu66.com.au,100000,30,2024-02-29,12,1
370,Kakadu Solutions,MFG000370,Retail,Gold,35,accounts@kakadu41.com.au,100000,14,2022-09-30,256,1
371,Grampians Traders,MFG000371,Electronics,Silver,35,accounts@grampians9.com.au,100000,45,2022-06-24,167,1
372,Torrens Merchants,MFG000372,Industrial,Platinum,14,accounts@torrens94.com.au,50000,30,2019-07-06,123,1
373,Torrens Enterprises,MFG000373,Apparel,Gold,2,accounts@torrens57.com.au,250000,30,2023-01-19,227,1
374,Kakadu Foods,MFG000374,Agriculture,Bronze,21,accounts@kakadu52.com.au,25000,45,2021-07-03,154,1
375,Wattle Retail Group,MFG000375,Industrial,Bronze,49,accounts@wattle48.com.au,50000,14,2022-09-18,35,1
376,Harbour Merchants,MFG000376,Hospitality,Silver,20,accounts@harbour35.com.au,250000,14,2018-04-04,177,1
377,Arnhem Foods,MFG000377,Construction,Bronze,30,accounts@arnhem29.com.au,250000,14,2020-09-21,86,1
378,Swan Commodities,MFG000378,Electronics,Bronze,3,accounts@swan60.com.au,1000000,14,2024-04-19,136,1
379,Swan Exports,MFG000379,Healthcare,Gold,40,accounts@swan32.com.au,100000,30,2021-11-21,108,1
380,Tanami Components,MFG000380,FMCG,Silver,43,accounts@tanami70.com.au,250000,45,2021-10-01,123,1
381,Redgum Provisions,MFG000381,Construction,Silver,9,accounts@redgum69.com.au,250000,30,2018-06-06,64,1
382,Torrens Logistics Partners,MFG000382,Hospitality,Silver,14,accounts@torrens10.com.au,50000,30,2023-02-19,206,1
383,Harbour Warehousing,MFG000383,Electronics,Bronze,20,accounts@harbour21.com.au,50000,60,2023-10-02,136,1
384,Coolabah Group,MFG000384,Industrial,Silver,45,accounts@coolabah54.com.au,50000,45,2021-04-29,167,1
385,Bellarine Wholesale,MFG000385,Apparel,Bronze,4,accounts@bellarine42.com.au,50000,30,2022-11-11,177,1
386,Kakadu Exports,MFG000386,Mining Services,Silver,29,accounts@kakadu11.com.au,100000,14,2018-10-12,97,1
387,Brisbane River Industries,MFG000387,Hospitality,Silver,4,accounts@brisbane29.com.au,25000,14,2022-06-14,171,1
388,Derwent Components,MFG000388,Apparel,Silver,13,accounts@derwent14.com.au,100000,30,2020-11-08,241,1
389,Torrens Retail Group,MFG000389,Healthcare,Gold,29,accounts@torrens27.com.au,250000,30,2024-06-23,154,1
390,Barossa Supply Co,MFG000390,Industrial,Bronze,38,accounts@barossa97.com.au,500000,45,2023-07-20,108,1
391,Flinders Trading,MFG000391,Retail,Gold,21,accounts@flinders70.com.au,25000,60,2019-07-08,35,1
392,Yarra Supply Co,MFG000392,Electronics,Gold,3,accounts@yarra29.com.au,100000,45,2023-12-22,30,1
393,Yarra Enterprises,MFG000393,Automotive,Bronze,10,accounts@yarra3.com.au,250000,45,2018-12-25,223,1
394,Torrens Commodities,MFG000394,Construction,Platinum,30,accounts@torrens72.com.au,50000,60,2020-03-06,146,1
395,Grampians Agencies,MFG000395,Hospitality,Bronze,34,accounts@grampians22.com.au,250000,45,2019-11-29,171,1
396,Hunter Trading,MFG000396,Mining Services,Gold,35,accounts@hunter37.com.au,100000,60,2024-03-01,108,1
397,Banksia Logistics Partners,MFG000397,Construction,Bronze,8,accounts@banksia77.com.au,250000,30,2022-01-31,213,1
398,Flinders Merchants,MFG000398,Automotive,Bronze,14,accounts@flinders36.com.au,100000,45,2022-08-23,137,1
399,Barossa Commodities,MFG000399,Retail,Gold,18,accounts@barossa86.com.au,50000,45,2024-01-11,86,1
400,Derwent Imports,MFG000400,Hospitality,Bronze,4,accounts@derwent21.com.au,100000,30,2022-09-16,86,1
401,Nullarbor Provisions,MFG000401,FMCG,Bronze,39,accounts@nullarbor95.com.au,25000,30,2018-01-09,136,1
402,Flinders Group,MFG000402,Industrial,Bronze,3,accounts@flinders81.com.au,25000,30,2022-10-03,15,1
403,Pilbara Supply Co,MFG000403,Mining Services,Bronze,9,accounts@pilbara57.com.au,100000,30,2023-01-29,30,1
404,Wattle Enterprises,MFG000404,Healthcare,Silver,7,accounts@wattle62.com.au,25000,30,2021-05-26,108,1
405,Grampians Supply Co,MFG000405,Hospitality,Bronze,18,accounts@grampians27.com.au,25000,30,2019-04-18,5,1
406,Harbour Solutions,MFG000406,Mining Services,Gold,25,accounts@harbour22.com.au,100000,30,2019-03-16,5,1
407,Brisbane River Foods,MFG000407,Agriculture,Gold,5,accounts@brisbane80.com.au,25000,60,2023-04-19,207,1
408,Banksia Traders,MFG000408,Mining Services,Platinum,10,accounts@banksia74.com.au,100000,30,2021-02-23,123,1
409,Coolabah Supply Co,MFG000409,Healthcare,Silver,3,accounts@coolabah90.com.au,25000,14,2020-12-14,238,1
410,Tanami Supply Co,MFG000410,Mining Services,Gold,37,accounts@tanami78.com.au,50000,60,2021-11-23,84,1
411,Daintree Commodities,MFG000411,Grocery,Bronze,13,accounts@daintree32.com.au,100000,14,2023-02-11,137,1
412,Daintree Supply Co,MFG000412,Retail,Bronze,22,accounts@daintree63.com.au,25000,45,2024-02-12,97,1
413,Kingsford Foods,MFG000413,Electronics,Bronze,22,accounts@kingsford17.com.au,25000,45,2022-09-21,206,1
414,Brisbane River Group,MFG000414,Healthcare,Silver,39,accounts@brisbane51.com.au,25000,30,2024-02-28,146,1
415,Daintree Group,MFG000415,,Bronze,48,accounts@daintree61.com.au,100000,45,2024-04-18,15,1
416,Mallee Group,MFG000416,Hospitality,Silver,23,accounts@mallee84.com.au,250000,45,2023-09-18,238,1
417,Flinders Retail Group,MFG000417,Hospitality,Silver,13,accounts@flinders21.com.au,25000,60,2018-10-24,154,1
418,Arnhem Wholesale,MFG000418,Apparel,Bronze,43,accounts@arnhem66.com.au,100000,14,2018-02-19,223,1
419,Mallee Commodities,MFG000419,Agriculture,Silver,49,accounts@mallee91.com.au,250000,30,2019-01-22,241,1
420,Grampians Distribution,MFG000420,Grocery,Silver,28,accounts@grampians27.com.au,50000,30,2021-09-10,154,1
421,Barossa Trading,MFG000421,FMCG,Bronze,37,accounts@barossa94.com.au,50000,30,2022-06-25,35,1
422,Banksia Imports,MFG000422,Mining Services,Gold,47,accounts@banksia86.com.au,50000,60,2023-06-26,206,1
423,Kakadu Group,MFG000423,Industrial,Silver,49,accounts@kakadu70.com.au,25000,30,2019-08-30,123,1
424,Nullarbor Group,MFG000424,Apparel,Silver,11,accounts@nullarbor7.com.au,100000,30,2023-04-12,207,1
425,Riverina Solutions,MFG000425,Automotive,Silver,24,accounts@riverina12.com.au,100000,30,2021-12-21,167,1
426,Bellarine Enterprises,MFG000426,Apparel,Gold,20,accounts@bellarine93.com.au,500000,30,2019-10-18,35,1
427,Nullarbor Foods,MFG000427,Apparel,Silver,28,accounts@nullarbor72.com.au,250000,30,2018-08-21,108,1
428,Derwent Partners,MFG000428,Grocery,Gold,34,accounts@derwent78.com.au,50000,45,2022-06-15,137,1
429,Gippsland Trading,MFG000429,,Bronze,48,accounts@gippsland63.com.au,25000,45,2018-09-24,234,1
430,Mallee Holdings,MFG000430,Agriculture,Bronze,4,accounts@mallee43.com.au,25000,30,2023-03-10,207,1
431,Flinders Industries,MFG000431,Healthcare,Silver,48,accounts@flinders63.com.au,500000,30,2019-08-15,154,1
432,Tanami Traders,MFG000432,FMCG,Platinum,20,accounts@tanami99.com.au,100000,45,2023-06-25,241,1
433,Coolabah Traders,MFG000433,Healthcare,Silver,5,accounts@coolabah65.com.au,50000,30,2020-09-22,137,1
434,Torrens Foods,MFG000434,Healthcare,Platinum,32,accounts@torrens47.com.au,50000,30,2021-01-22,29,1
435,Kingsford Partners,MFG000435,Agriculture,Bronze,14,accounts@kingsford98.com.au,250000,45,2020-10-08,90,1
436,Wattle Wholesale,MFG000436,Mining Services,Gold,29,accounts@wattle95.com.au,50000,60,2018-08-06,213,1
437,Mallee Solutions,MFG000437,Grocery,Bronze,33,accounts@mallee5.com.au,100000,60,2021-10-23,223,1
438,Daintree Warehousing,MFG000438,Construction,Gold,45,accounts@daintree56.com.au,100000,30,2021-08-04,244,1
439,Swan Retail Group,MFG000439,Retail,Silver,25,accounts@swan86.com.au,250000,60,2023-01-02,241,1
440,Arnhem Components,MFG000440,Retail,Bronze,42,accounts@arnhem39.com.au,50000,30,2020-10-22,64,1
441,Sunraysia Wholesale,MFG000441,Apparel,Bronze,27,accounts@sunraysia74.com.au,250000,30,2022-07-16,68,1
442,Mallee Freight Services,MFG000442,Industrial,Bronze,11,accounts@mallee91.com.au,25000,60,2021-01-24,167,1
443,Harbour Retail Group,MFG000443,Industrial,Bronze,43,accounts@harbour31.com.au,50000,60,2020-10-03,223,1
444,Wattle Manufacturing,MFG000444,Construction,Silver,10,accounts@wattle25.com.au,250000,60,2023-02-14,12,1
445,Nullarbor Exports,MFG000445,Healthcare,Bronze,14,accounts@nullarbor56.com.au,50000,30,2018-03-09,29,1
446,Pilbara Freight Services,MFG000446,,Silver,22,accounts@pilbara43.com.au,25000,30,2024-04-22,5,1
447,Brisbane River Exports,MFG000447,Retail,Bronze,2,accounts@brisbane18.com.au,500000,30,2023-04-24,97,1
448,Kingsford Traders,MFG000448,Agriculture,Silver,10,accounts@kingsford72.com.au,50000,60,2020-09-30,227,1
449,Torrens Industries,MFG000449,Grocery,Bronze,38,accounts@torrens25.com.au,100000,45,2018-11-05,167,1
450,Kingsford Freight Services,MFG000450,Industrial,Silver,5,accounts@kingsford56.com.au,250000,45,2021-12-13,208,1
451,Yarra Partners,MFG000451,Apparel,Bronze,34,accounts@yarra64.com.au,1000000,30,2021-03-17,208,1
452,Pilbara Group,MFG000452,Mining Services,Silver,38,accounts@pilbara48.com.au,100000,30,2022-09-20,167,1
453,Arnhem Distribution,MFG000453,Grocery,Silver,32,accounts@arnhem98.com.au,100000,45,2021-11-02,15,1
454,Sunraysia Provisions,MFG000454,Hospitality,Bronze,16,accounts@sunraysia33.com.au,100000,30,2018-03-22,29,1
455,Blackwood Provisions,MFG000455,Agriculture,Silver,48,accounts@blackwood19.com.au,25000,30,2021-05-21,178,1
456,Kimberley Provisions,MFG000456,Grocery,Silver,41,accounts@kimberley33.com.au,50000,45,2020-07-22,108,1
457,Mornington Supply Co,MFG000457,Hospitality,Bronze,24,accounts@mornington50.com.au,250000,30,2018-01-04,15,1
458,Swan Distribution,MFG000458,Mining Services,Platinum,48,accounts@swan30.com.au,50000,30,2022-10-01,241,1
459,Brisbane River Partners,MFG000459,,Gold,13,accounts@brisbane48.com.au,250000,30,2024-05-13,213,1
460,Torrens Solutions,MFG000460,Hospitality,Silver,8,accounts@torrens98.com.au,100000,30,2021-02-03,137,1
461,Daintree Exports,MFG000461,Apparel,Bronze,30,accounts@daintree23.com.au,1000000,14,2023-02-20,167,1
462,Murray Warehousing,MFG000462,Mining Services,Silver,32,accounts@murray21.com.au,25000,60,2019-11-27,136,1
463,Gippsland Exports,MFG000463,Healthcare,Bronze,33,accounts@gippsland71.com.au,500000,30,2024-03-12,178,1
464,Banksia Holdings,MFG000464,Apparel,Platinum,15,accounts@banksia45.com.au,25000,60,2024-06-24,15,1
465,Gippsland Enterprises,MFG000465,Automotive,Gold,15,accounts@gippsland17.com.au,25000,60,2021-11-01,178,1
466,Hunter Wholesale,MFG000466,Hospitality,Gold,11,accounts@hunter14.com.au,500000,14,2021-03-14,123,1
467,Flinders Partners,MFG000467,Grocery,Bronze,39,accounts@flinders55.com.au,25000,30,2020-09-25,206,1
468,Nullarbor Warehousing,MFG000468,Construction,Bronze,4,accounts@nullarbor8.com.au,100000,45,2022-03-14,177,1
469,Wattle Trading,MFG000469,Apparel,Bronze,36,accounts@wattle15.com.au,25000,60,2024-02-14,97,1
470,Kimberley Supply Co,MFG000470,Apparel,Platinum,39,accounts@kimberley68.com.au,500000,45,2023-11-14,12,1
471,Pilbara Merchants,MFG000471,Healthcare,Silver,48,accounts@pilbara17.com.au,50000,45,2020-06-29,14,1
472,Pilbara Trading,MFG000472,Construction,Silver,45,accounts@pilbara85.com.au,25000,30,2024-03-15,207,1
473,Murray Wholesale,MFG000473,Apparel,Gold,22,accounts@murray81.com.au,1000000,30,2020-01-31,136,1
474,Yarra Retail Group,MFG000474,Industrial,Bronze,20,accounts@yarra54.com.au,500000,30,2020-03-23,30,1
